Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,individualCommonGenotype,modelSystemName,officialName
IndividualAnimalMODEL-ADMetadataTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3101,3982,,B-29-19,147833,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3080,3949,,B-27-19,147832,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3095,3976,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3096,3977,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3098,3979,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3099,3980,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3100,3981,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,7549,8980,,B-73-20,161814,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/19/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,7580,9011,,B-61-20,197354 [ABI3-A],UCI_TMF,UCI_TMF,female,Mouse ,N2-F1,1/21/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,7684,9115,,B-78-20,197356,UCI_TMF,UCI_TMF,female,Mouse ,F1,1/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,8062,9500,,B-177-20,197295 [16983 A-1],UCI_TMF,UCI_TMF,female,Mouse ,N1-F1,3/1/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,8123,9579,,B-188-20,214791,UCI_TMF,UCI_TMF,female,Mouse ,N2-F1,3/5/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,7772,9203,,B-108-20,209787,UCI_TMF,UCI_TMF,male,Mouse ,F1,2/5/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,8041,9479,,B-165-20,220402,UCI_TMF,UCI_TMF,male,Mouse ,F2,2/26/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,8350,9837,,B-242-20,227065,UCI_TMF,UCI_TMF,male,Mouse ,F1,3/23/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,8382,9880,,B-249-20,227063,UCI_TMF,UCI_TMF,male,Mouse ,N2-F1,3/24/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20554,13126,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/6/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20557,13128,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/6/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20559,13130,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/6/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20588,13133,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/10/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20728,13151,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20738,13161,,,,UCI_TMF,UCI_TMF,male,Mouse ,N1,8/18/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20593,13137,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/10/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20682,13155,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/12/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20723,13147,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20726,13150,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20729,13160,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,TMF20736,13158,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4953,6042,,B-297-19,176819,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/17/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4951,6040,,B-297-19,176819,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/17/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4913,6002,,B-290-19,176818,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4908,5997,,B-296-19,176824,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4906,5995,,B-296-19,176824,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4905,5994,,B-296-19,176824,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4912,6001,,B-290-19,176818,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4900,5989,,B-289-19,176825,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4892,5981,,B-288-19,176821,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4890,5979,,B-288-19,176821,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4889,5978,,B-288-19,176821,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/12/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4861,5950,,B-292-19,176819,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/7/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4855,5944,,B-283-19,176822,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4856,5945,,B-283-19,176822,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4857,5946,,B-283-19,176822,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4868,5957,,B-292-19,176819,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4883,5972,,B-280-19,176820,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4840,5929,,B-281-19,176823,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4847,5936,,B-282-19,176825,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4849,5938,,B-283-19,176822,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4851,5940,,B-283-19,176822,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,4879,5968,,B-280-19,176820,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,3179,4064,,B-45-19,147820,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3186,4071,,B-47-19,147827,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3187,4072,,B-47-19,147827,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3203,4088,,B-48-19,147821,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3204,4089,,B-48-19,147821,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3207,4092,,B-48-19,147821,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3198,4083,,B-48-19,147821,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3197,4082,,B-48-19,147821,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3201,4086,,B-48-19,147821,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3199,4084,,B-48-19,147821,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/3/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3174,4059,,B-45-19,147820,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3173,4058,,B-45-19,147820,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3133,4018,,B-42-19,147823,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/29/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3164,4049,,B-44-19,147825,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3165,4050,,B-44-19,147825,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3177,4062,,B-45-19,147820,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3178,4063,,B-45-19,147820,UCI_TMF,UCI_TMF,female,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3124,4009,,B-42-19,147823,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/29/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3125,4010,,B-42-19,147823,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/29/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3126,4011,,B-42-19,147823,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/29/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3150,4035,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3151,4036,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3152,4037,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3902,4962,,B-142-19,147976,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3922,4949,,B-139-19,147981,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/10/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3905,4932,,B-138-19,147980,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/10/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3896,4923,,B-141-19,147979,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3894,4921,,B-141-19,147979,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,4037,5094,,B-167-19,163128,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/15/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3897,4957,,B-142-19,147976,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3920,4947,,B-139-19,147981,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/10/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3919,4946,,B-139-19,147981,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/10/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3883,4910,,B-141-19,147979,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3870,4897,,B-136-19,147982,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3876,4903,,B-137-19,147983,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3875,4902,,B-137-19,147983,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3887,4914,,B-141-19,147979,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3888,4915,,B-141-19,147979,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,5119,6288,,B-314-19,176778,UCI_TMF,UCI_TMF,female,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5118,6287,,B-314-19,176778,UCI_TMF,UCI_TMF,female,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5117,6286,,B-314-19,176778,UCI_TMF,UCI_TMF,female,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5062,6229,,B-306-19,176774,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/28/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5024,6162,,B-300-19,176781,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5030,6168,,B-300-19,176781,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5115,6284,,B-314-19,176778,UCI_TMF,UCI_TMF,male,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5112,6281,,B-314-19,176778,UCI_TMF,UCI_TMF,male,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5111,6280,,B-314-19,176778,UCI_TMF,UCI_TMF,male,Mouse ,N1,7/4/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5060,6227,,B-306-19,176774,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/28/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5058,6225,,B-306-19,176774,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/28/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5057,6224,,B-306-19,176774,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/28/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5042,6180,,B-305-19,176780,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/28/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5044,6182,,B-305-19,176780,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/28/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,4994,6132,,B-301-19,176783,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/26/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5063,6230,,B-306-19,176774,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/28/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5035,6173,,B-304-19,176775,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/27/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5031,6169,,B-304-19,176775,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/27/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5033,6171,,B-304-19,176775,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/27/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5020,6158,,B-300-19,176781,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/26/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5023,6161,,B-300-19,176781,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/26/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5038,6176,,B-305-19,176780,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/28/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,10577,12181,,B-685-20,246334,UCI_TMF,UCI_TMF,female,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10578,12182,,B-685-20,246334,UCI_TMF,UCI_TMF,female,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10613,12217,,B-706-20,257429,UCI_TMF,UCI_TMF,female,Mouse ,F1,8/31/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10684,12301,,B-727-20,261540,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/8/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10685,12302,,B-727-20,261540,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/8/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10691,12308,,B-728-20,261541,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10455,12041,,B-669-20,257497,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/19/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10573,12177,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10574,12178,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10576,12180,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10686,12303,,B-728-20,261541,UCI_TMF,UCI_TMF,male,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10689,12306,,B-728-20,261541,UCI_TMF,UCI_TMF,male,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3074,3943,,B-26-19,147811,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3078,3947,,B-26-19,147811,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3083,3952,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3085,3954,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3086,3955,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3072,3941,,B-26-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3073,3942,,B-26-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3081,3950,,B-27-19,147832,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3097,3978,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3118,4003,,B-33-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/26/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,TMF20734,13156,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4281,5345,,B-169-19,159241,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4199,5263,,B-177-19,159238,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4266,5330,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4265,5329,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4264,5328,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
