individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
11653,11653p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
11652,11652p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
11649,11649p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
11638,11638p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
11609,11609p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
11618,Pool-A,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11627,Pool-A,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11628,Pool-A,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11629,Pool-A,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11624,Pool-B,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11636,Pool-B,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11632,Pool-B,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11623,Pool-B,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11620,Pool-B,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11433,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11452,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11450,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11449,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11436,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11434,Pool-C,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11426,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11483,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11446,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11444,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11443,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11442,Pool-D,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11626,Pool-E,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11625,Pool-E,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11615,Pool-E,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11616,Pool-E,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11617,Pool-E,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11621,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11622,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11619,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11611,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11631,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11633,Pool-F,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11438,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11453,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11451,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11448,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11440,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11439,Pool-G,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11424,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11425,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11428,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11445,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11447,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11490,Pool-H,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11643,Pool-I,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11656,Pool-I,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11412,Pool-I,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11414,Pool-I,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11655,Pool-I,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11651,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11637,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11647,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11648,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11650,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11639,Pool-J,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11472,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11471,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11509,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11507,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11505,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11457,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11462,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11473,Pool-K,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11467,Pool-L,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11468,Pool-L,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11466,Pool-L,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11482,Pool-L,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11470,Pool-L,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11640,Pool-M,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11810,Pool-M,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11644,Pool-M,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11632,Pool-M,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11642,Pool-M,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11641,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11638,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11609,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11652,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11649,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11653,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11453,Pool-N,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11469,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11464,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11456,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11454,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11465,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11488,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11487,Pool-O,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11460,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11459,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11458,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11508,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11506,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11463,Pool-P,UCI_TMF,brain,hippocampus,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11618,Pool-Q,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11627,Pool-Q,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11628,Pool-Q,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11629,Pool-Q,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11624,Pool-R,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11636,Pool-R,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11632,Pool-R,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11623,Pool-R,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11620,Pool-R,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11433,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11452,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11450,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11449,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11436,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11434,Pool-S,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11426,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11483,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11446,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11444,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11443,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11442,Pool-T,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11626,Pool-U,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11625,Pool-U,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11615,Pool-U,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11616,Pool-U,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11617,Pool-U,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11621,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11622,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11619,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11611,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11631,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11633,Pool-V,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11438,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11453,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11451,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11448,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11440,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11439,Pool-W,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11424,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11425,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11428,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11445,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11447,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11490,Pool-X,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,4,months,,immunofluorescence
11643,Pool-Y,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11656,Pool-Y,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11412,Pool-Y,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11414,Pool-Y,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11655,Pool-Y,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11651,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11637,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11647,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11648,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11650,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11639,Pool-Z,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11472,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11471,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11509,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11507,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11505,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11457,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11462,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11473,Pool-AA,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11467,Pool-AB,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11468,Pool-AB,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11466,Pool-AB,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11482,Pool-AB,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11470,Pool-AB,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11640,Pool-AC,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11810,Pool-AC,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11644,Pool-AC,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11632,Pool-AC,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11642,Pool-AC,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11641,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11638,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11609,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11652,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11649,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11653,Pool-AD,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11469,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11464,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11456,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11454,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11465,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11488,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11487,Pool-AE,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11460,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11459,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11458,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11508,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11506,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11463,Pool-AF,UCI_TMF,brain,cerebral cortex,,formalin-fixed,,,,,,TRUE,12,months,,immunofluorescence
11459,11459lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11461,11461lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11506,11506lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11508,11508lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11454,11454lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11465,11465lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11469,11469lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11487,11487lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11488,11488lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11462,11462lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11473,11473lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11505,11505lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11507,11507lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11509,11509lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11466,11466lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11467,11467lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11468,11468lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11470,11470lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11482,11482lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11438,11438lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11439,11439lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11440,11440lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11448,11448lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11453,11453lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11424,11424lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11425,11425lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11428,11428lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11445,11445lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11447,11447lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11433,11433lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11434,11434lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11436,11436lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11452,11451lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11426,11426lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11442,11442lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11443,11443lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11444,11444lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11446,11446lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11615,11615lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11616,11616lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11617,11617lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11625,11625lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11626,11626lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11611,11611lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11619,11619lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11621,11621lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11622,11622lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
