individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
11631,11631lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11627,11627lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11629,11629lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11614,11614lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11620,11620lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11623,11623lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11624,11624lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11636,11636lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,4,months,,rnaSeq
11641,11641lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11642,11642lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11644,11644lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11810,11810lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11932,11932lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11609,11609lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11638,11638lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11652,11652lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11653,11653lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11412,11412lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11414,11414lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11643,11643lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11655,11655lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11656,11656lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11637,11637lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11639,11639lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11647,11647lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11650,11650lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
11651,11651lh,UCI_TMF,brain,hippocampus,,frozen,,,bulk cell,,,TRUE,12,months,,rnaSeq
