Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,modelSystemName,strainOfficialName,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
IndividualAnimalMODEL-ADMetadataTemplate,9709,11290,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9709rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9709,11290,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9709lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9707,11288,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9707rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9707,11288,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9707lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9705,11286,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9705rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9705,11286,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9705lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9474,11035,NA,B-453-20,217511,UCI_TMF,UCI_TMF,female,Mouse,F2,6/4/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9474rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,9474,11035,NA,B-453-20,217511,UCI_TMF,UCI_TMF,female,Mouse,F2,6/4/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9474lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15520,17653,NA,B-628-21,297397,UCI_TMF,UCI_TMF,female,Mouse,N2-F1,10/2/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15520rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15520,17653,NA,B-628-21,297397,UCI_TMF,UCI_TMF,female,Mouse,N2-F1,10/2/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15520lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15519,17652,NA,B-628-21,297397,UCI_TMF,UCI_TMF,female,Mouse,N2-F1,10/2/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15519rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15519,17652,NA,B-628-21,297397,UCI_TMF,UCI_TMF,female,Mouse,N2-F1,10/2/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15519lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15515,17648,NA,B-623-21,325112,UCI_TMF,UCI_TMF,female,Mouse,NA,10/1/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15515rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15515,17648,NA,B-623-21,325112,UCI_TMF,UCI_TMF,female,Mouse,NA,10/1/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15515lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15510,17643,NA,B-623-21,325112,UCI_TMF,UCI_TMF,male,Mouse,NA,10/1/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15510rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,15510,17643,NA,B-623-21,325112,UCI_TMF,UCI_TMF,male,Mouse,NA,10/1/21,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,15510lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,10351,11937,NA,B-648-20,231286,UCI_TMF,UCI_TMF,male,Mouse,F2,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,10351rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,10351,11937,NA,B-648-20,231286,UCI_TMF,UCI_TMF,male,Mouse,F2,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,10351lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,10352,11938,NA,B-648-20,231286,UCI_TMF,UCI_TMF,male,Mouse,F2,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,10352rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,10352,11938,NA,B-648-20,231286,UCI_TMF,UCI_TMF,male,Mouse,F2,8/10/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,10352lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12287,14147,NA,B-1033-20,272377,UCI_TMF,UCI_TMF,male,Mouse,F1,12/24/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12287rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12287,14147,NA,B-1033-20,272377,UCI_TMF,UCI_TMF,male,Mouse,F1,12/24/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12287lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12212,14072,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12212rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12212,14072,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12212lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12211,14071,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12211rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12211,14071,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12211lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12209,14069,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12209rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12209,14069,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,female,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12209lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12208,14068,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,male,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12208rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12208,14068,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,male,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12208lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12207,14067,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,male,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12207rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12207,14067,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,male,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12207lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12206,14066,NA,B-1015-20,272307,UCI_TMF,UCI_TMF,male,Mouse,N2,12/17/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12206rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12149,14009,NA,B-1005-20,272308,UCI_TMF,UCI_TMF,female,Mouse,N2,12/13/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12149rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12149,14009,NA,B-1005-20,272308,UCI_TMF,UCI_TMF,female,Mouse,N2,12/13/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12149lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12148,14008,NA,B-1005-20,272308,UCI_TMF,UCI_TMF,male,Mouse,N2,12/13/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12148rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12148,14008,NA,B-1005-20,272308,UCI_TMF,UCI_TMF,male,Mouse,N2,12/13/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12148lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12143,14003,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12143rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12143,14003,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12143lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12142,14002,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12142rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12142,14002,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12142lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12141,14001,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12141rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12141,14001,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12141lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12140,14000,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12140rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12140,14000,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/15/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12140lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12139,13999,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12139rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12139,13999,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12139lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12138,13998,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12138rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12138,13998,NA,B-994-20,264709,UCI_TMF,UCI_TMF,female,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12138lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12136,13996,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12136rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12136,13996,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12136lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12135,13995,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12135rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12135,13995,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12135lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12134,13994,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12134rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12134,13994,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_noncarrier,C57BL6J,C57BL6J,NA,12134lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12133,13993,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12133rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12133,13993,NA,B-994-20,264709,UCI_TMF,UCI_TMF,male,Mouse,N2,12/11/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,5XFAD_carrier,C57BL6J,5XFAD,NA,12133lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12091,13951,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12091rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12091,13951,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12091lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12090,13950,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12090rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12090,13950,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12090lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12089,13949,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12089rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12089,13949,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12089lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12088,13948,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12088rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12088,13948,NA,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,12088lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12087,13947,NA,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12087rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12087,13947,NA,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12087lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12086,13946,NA,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12086rh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
IndividualAnimalMODEL-ADMetadataTemplate,12086,13946,NA,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,12086lh,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,12,NA,NA,LTP
