Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,modelSystemName,strainOfficialName,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9733lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-D,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9733,11314,NA,B-518-20,214801,UCI_TMF,UCI_TMF,male,Mouse,F2,6/26/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-T,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9732lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-C,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9732,11313,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-S,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9731,11312,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9731lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9731,11312,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9731lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9731,11312,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9731p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9731,11312,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-G,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9731,11312,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-W,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9729lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-C,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9729,11310,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-S,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9728lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-C,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9728,11309,NA,B-517-20,I-356,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-S,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9723,11304,NA,B-516-20,I-354/355,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9723lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9723,11304,NA,B-516-20,I-354/355,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9723lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9723,11304,NA,B-516-20,I-354/355,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-G,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9723,11304,NA,B-516-20,I-354/355,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,Pool-W,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9721lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-C,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9721,11302,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-S,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720p,UCI_TMF,blood,plasma,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lhif,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lcif,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lcsf,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,9720lhsf,UCI_TMF,brain,hippocampus,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-C,UCI_TMF,brain,cerebral cortex,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9720,11301,NA,B-515-20,I-352/353,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,NA,NA,Pool-S,UCI_TMF,brain,hippocampus,NA,formalin-fixed,NA,NA,NA,NA,NA,TRUE,4,NA,NA,immunofluorescence
IndividualAnimalMODEL-ADMetadataTemplate,9715,11296,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9715lh,UCI_TMF,brain,hippocampus,NA,frozen,NA,NA,bulk cell,NA,NA,TRUE,4,NA,NA,rnaSeq
IndividualAnimalMODEL-ADMetadataTemplate,9715,11296,NA,B-514-20,I-350/351,UCI_TMF,UCI_TMF,female,Mouse,F3,6/25/20,4,months,NA,NA,7% standard,NA,NA,NA,NA,NA,NA,Trem2-R47H_NSS_homozygous,C57BL6J,NA,NA,9715lc,UCI_TMF,brain,cerebral cortex,NA,NA,NA,NA,NA,NA,NA,TRUE,4,NA,NA,ELISA
