individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,individualCommonGenotype,modelSystemName,officialName
12089,13949,,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12088,13948,,B-997-20,I-506/507,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12087,13947,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12086,13946,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12085,13945,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12084,13944,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12083,13943,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12082,13942,,B-996-20,I-504/505,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12076,13936,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12075,13935,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12074,13934,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12073,13933,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,female,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12070,13930,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12069,13929,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12068,13928,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
12067,13927,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
12066,13926,,B-995-20,I-502/503,UCI_TMF,UCI_TMF,male,Mouse,F3,12/10/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
11929,13789,,B-956-20,272377,UCI_TMF,UCI_TMF,male,Mouse,F1,11/30/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
7683,9114,,B-78-20,197356,UCI_TMF,UCI_TMF,female,Mouse,F1,1/25/20,12,months,,,7% standard,,,,,,,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
7684,9115,,B-78-20,197356,UCI_TMF,UCI_TMF,female,Mouse,F1,1/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
7987,9425,,B-155-20,204064,UCI_TMF,UCI_TMF,male,Mouse,F1,2/23/20,12,months,,,7% standard,,,,,,,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
7988,9426,,B-155-20,204064,UCI_TMF,UCI_TMF,female,Mouse,F1,2/23/20,12,months,,,7% standard,,,,,,,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
8382,9880,,B-249-20,227063,UCI_TMF,UCI_TMF,male,Mouse,N2-F1,3/24/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
8392,9890,,B-253-20,227060,UCI_TMF,UCI_TMF,male,Mouse,F1,3/25/20,12,months,,,7% standard,,,,,,,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
8393,9891,,B-253-20,227060,UCI_TMF,UCI_TMF,male,Mouse,F1,3/25/20,12,months,,,7% standard,,,,,,,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
9382,10922,,B-435-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,5/26/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9387,10927,,B-435-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,5/26/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
9476,11037,,B-453-20,217511,UCI_TMF,UCI_TMF,female,Mouse,F2,6/4/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9639,11213,,B-493-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,6/18/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
10040,11621,,B-580-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,7/20/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
10041,11622,,B-580-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,7/20/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
TMF20734,13156,,B-114-20,259194,UCI_TMF,UCI_TMF,female,Mouse,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
9736,11317,,B-518-20,214801,UCI_TMF,UCI_TMF,female,Mouse,F2,6/26/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
9381,10921,,B-435-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,5/26/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
9658,11232,,B-504-20,231285,UCI_TMF,UCI_TMF,male,Mouse,F2,6/21/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
9636,11210,,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,12,months,,,7% standard,,,,,,,"5XFAD_carrier, Trem2-R47H_NSS_homozygous",C57BL6J,5XFADTrem2-R47H_NSS,,
9640,11214,,B-493-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,6/18/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9638,11212,,B-493-20,241888,UCI_TMF,UCI_TMF,female,Mouse,F3,6/18/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9727,11308,,B-517-20,I-356,UCI_TMF,UCI_TMF,male,Mouse,F3,6/25/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9659,11233,,B-504-20,231285,UCI_TMF,UCI_TMF,male,Mouse,F2,6/21/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
9632,11206,,B-493-20,241888,UCI_TMF,UCI_TMF,male,Mouse,F3,6/18/20,12,months,,,7% standard,,,,,,,Trem2-R47H_NSS_homozygous,C57BL6J,Trem2-R47H_NSS,,
